date;state;country;confirmed
2020-03-30;Beijing;China;577
2020-03-30;Bermuda;United Kingdom;27
2020-03-30;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-03-30;British Columbia;Canada;970
2020-03-30;British Virgin Islands;United Kingdom;2
2020-03-30;Cayman Islands;United Kingdom;12
2020-03-30;Channel Islands;United Kingdom;141
2020-03-30;Chongqing;China;579
2020-03-30;Curacao;Netherlands;11
2020-03-30;Diamond Princess;Canada;0
2020-03-30;Falkland Islands (Malvinas);United Kingdom;0
2020-03-30;Faroe Islands;Denmark;168
2020-03-30;French Guiana;France;43
2020-03-30;French Polynesia;France;36
2020-03-30;Fujian;China;340
2020-03-30;Gansu;China;138
2020-03-30;Gibraltar;United Kingdom;69
2020-03-30;Grand Princess;Canada;13
2020-03-30;Greenland;Denmark;10
2020-03-30;Guadeloupe;France;106
2020-03-30;Guangdong;China;1484
2020-03-30;Guangxi;China;254
2020-03-30;Guizhou;China;146
2020-03-30;Hainan;China;168
2020-03-30;Hebei;China;321
2020-03-30;Heilongjiang;China;484
2020-03-30;Henan;China;1276
2020-03-30;Hong Kong;China;682
2020-03-30;Hubei;China;67801
2020-03-30;Hunan;China;1018
2020-03-30;Inner Mongolia;China;97
2020-03-30;Isle of Man;United Kingdom;49
2020-03-30;Jiangsu;China;645
2020-03-30;Jiangxi;China;937
2020-03-30;Jilin;China;98
2020-03-30;Liaoning;China;136
2020-03-30;Macau;China;38
2020-03-30;Manitoba;Canada;96
2020-03-30;Martinique;France;93
2020-03-30;Mayotte;France;82
2020-03-30;Montserrat;United Kingdom;5
2020-03-30;New Brunswick;Canada;68
2020-03-30;New Caledonia;France;15
2020-03-30;New South Wales;Australia;2032
2020-03-30;Newfoundland and Labrador;Canada;148
2020-03-30;Ningxia;China;75
2020-03-30;Northern Territory;Australia;15
2020-03-30;Northwest Territories;Canada;1
2020-03-30;Nova Scotia;Canada;127
2020-03-30;Ontario;Canada;1706
2020-03-30;Prince Edward Island;Canada;18
2020-03-30;Qinghai;China;18
2020-03-30;Quebec;Canada;3430
2020-03-30;Queensland;Australia;689
2020-03-30;Recovered;Canada;0
2020-03-30;Reunion;France;224
2020-03-30;Saint Barthelemy;France;6
2020-03-30;Saint Pierre and Miquelon;France;0
2020-03-30;Saskatchewan;Canada;156
2020-03-30;Shaanxi;China;253
2020-03-30;Shandong;China;773
2020-03-30;Shanghai;China;498
2020-03-30;Shanxi;China;136
2020-03-30;Sichuan;China;550
2020-03-30;Sint Maarten;Netherlands;6
2020-03-30;South Australia;Australia;305
2020-03-30;St Martin;France;15
2020-03-30;Tasmania;Australia;66
2020-03-30;Tianjin;China;174
2020-03-30;Tibet;China;1
2020-03-30;Turks and Caicos Islands;United Kingdom;5
2020-03-30;Victoria;Australia;821
2020-03-30;Western Australia;Australia;355
2020-03-30;Xinjiang;China;76
2020-03-30;Yukon;Canada;4
2020-03-30;Yunnan;China;180
2020-03-30;Zhejiang;China;1255
2020-03-30;no;Afghanistan;170
2020-03-30;no;Albania;223
2020-03-30;no;Algeria;584
2020-03-30;no;Andorra;370
2020-03-30;no;Angola;7
2020-03-30;no;Antigua and Barbuda;7
2020-03-30;no;Argentina;820
2020-03-30;no;Armenia;482
2020-03-30;no;Austria;9618
2020-03-30;no;Azerbaijan;273
2020-03-30;no;Bahamas;14
2020-03-30;no;Bahrain;515
2020-03-30;no;Bangladesh;49
2020-03-30;no;Barbados;33
2020-03-30;no;Belarus;152
2020-03-30;no;Belgium;11899
2020-03-30;no;Belize;3
2020-03-30;no;Benin;6
2020-03-30;no;Bhutan;4
2020-03-30;no;Bolivia;97
2020-03-30;no;Bosnia and Herzegovina;368
2020-03-30;no;Botswana;3
2020-03-30;no;Brazil;4579
2020-03-30;no;Brunei;127
2020-03-30;no;Bulgaria;359
2020-03-30;no;Burkina Faso;246
2020-03-30;no;Burma;14
2020-03-30;no;Burundi;0
2020-03-30;no;Cabo Verde;6
2020-03-30;no;Cambodia;107
2020-03-30;no;Cameroon;139
2020-03-30;no;Central African Republic;3
2020-03-30;no;Chad;5
2020-03-30;no;Chile;2449
2020-03-30;no;Colombia;798
2020-03-30;no;Congo (Brazzaville);19
2020-03-30;no;Congo (Kinshasa);81
2020-03-30;no;Costa Rica;330
2020-03-30;no;Cote d'Ivoire;168
2020-03-30;no;Croatia;790
2020-03-30;no;Cuba;170
2020-03-30;no;Cyprus;230
2020-03-30;no;Czechia;3001
2020-03-30;no;Denmark;2577
2020-03-30;no;Diamond Princess;712
2020-03-30;no;Djibouti;18
2020-03-30;no;Dominica;11
2020-03-30;no;Dominican Republic;901
2020-03-30;no;Ecuador;1962
2020-03-30;no;Egypt;656
2020-03-30;no;El Salvador;30
2020-03-30;no;Equatorial Guinea;12
2020-03-30;no;Eritrea;12
2020-03-30;no;Estonia;715
2020-03-30;no;Eswatini;9
2020-03-30;no;Ethiopia;23
2020-03-30;no;Fiji;5
2020-03-30;no;Finland;1352
2020-03-30;no;France;44550
2020-03-30;no;Gabon;7
2020-03-30;no;Gambia;4
2020-03-30;no;Georgia;103
2020-03-30;no;Germany;66885
2020-03-30;no;Ghana;152
2020-03-30;no;Greece;1212
2020-03-30;no;Grenada;9
2020-03-30;no;Guatemala;36
2020-03-30;no;Guinea;22
2020-03-30;no;Guinea-Bissau;8
2020-03-30;no;Guyana;8
2020-03-30;no;Haiti;15
2020-03-30;no;Holy See;6
2020-03-30;no;Honduras;139
2020-03-30;no;Hungary;447
2020-03-30;no;Iceland;1086
2020-03-30;no;India;1251
2020-03-30;no;Indonesia;1414
2020-03-30;no;Iran;41495
2020-03-30;no;Iraq;630
2020-03-30;no;Ireland;2910
2020-03-30;no;Israel;4695
2020-03-30;no;Italy;101739
2020-03-30;no;Jamaica;36
2020-03-30;no;Japan;1866
2020-03-30;no;Jordan;268
2020-03-30;no;Kazakhstan;302
2020-03-30;no;Kenya;50
2020-03-30;no;Korea, South;9661
2020-03-30;no;Kosovo;94
2020-03-30;no;Kuwait;266
2020-03-30;no;Kyrgyzstan;94
2020-03-30;no;Laos;8
2020-03-30;no;Latvia;376
2020-03-30;no;Lebanon;446
2020-03-30;no;Liberia;3
2020-03-30;no;Libya;8
2020-03-30;no;Liechtenstein;62
2020-03-30;no;Lithuania;491
2020-03-30;no;Luxembourg;1988
2020-03-30;no;MS Zaandam;2
2020-03-30;no;Madagascar;43
2020-03-30;no;Malawi;0
2020-03-30;no;Malaysia;2626
2020-03-30;no;Maldives;17
2020-03-30;no;Mali;25
2020-03-30;no;Malta;156
2020-03-30;no;Mauritania;5
2020-03-30;no;Mauritius;128
2020-03-30;no;Mexico;993
2020-03-30;no;Moldova;298
2020-03-30;no;Monaco;49
2020-03-30;no;Mongolia;12
2020-03-30;no;Montenegro;91
2020-03-30;no;Morocco;556
2020-03-30;no;Mozambique;8
2020-03-30;no;Namibia;11
2020-03-30;no;Nepal;5
2020-03-30;no;Netherlands;11750
2020-03-30;no;New Zealand;589
2020-03-30;no;Nicaragua;4
2020-03-30;no;Niger;27
2020-03-30;no;Nigeria;131
2020-03-30;no;North Macedonia;285
2020-03-30;no;Norway;4445
2020-03-30;no;Oman;179
2020-03-30;no;Pakistan;1717
2020-03-30;no;Panama;989
2020-03-30;no;Papua New Guinea;1
2020-03-30;no;Paraguay;64
2020-03-30;no;Peru;950
2020-03-30;no;Philippines;1546
2020-03-30;no;Poland;2055
2020-03-30;no;Portugal;6408
2020-03-30;no;Qatar;693
2020-03-30;no;Romania;2109
2020-03-30;no;Russia;1836
2020-03-30;no;Rwanda;70
2020-03-30;no;Saint Kitts and Nevis;7
2020-03-30;no;Saint Lucia;9
2020-03-30;no;Saint Vincent and the Grenadines;1
2020-03-30;no;San Marino;230
2020-03-30;no;Sao Tome and Principe;0
2020-03-30;no;Saudi Arabia;1453
2020-03-30;no;Senegal;162
2020-03-30;no;Serbia;785
2020-03-30;no;Seychelles;8
2020-03-30;no;Sierra Leone;0
2020-03-30;no;Singapore;879
2020-03-30;no;Slovakia;336
2020-03-30;no;Slovenia;756
2020-03-30;no;Somalia;3
2020-03-30;no;South Africa;1326
2020-03-30;no;South Sudan;0
2020-03-30;no;Spain;87956
2020-03-30;no;Sri Lanka;122
2020-03-30;no;Sudan;6
2020-03-30;no;Suriname;8
2020-03-30;no;Sweden;4028
2020-03-30;no;Switzerland;15922
2020-03-30;no;Syria;10
2020-03-30;no;Taiwan*;306
2020-03-30;no;Tanzania;19
2020-03-30;no;Thailand;1524
2020-03-30;no;Timor-Leste;1
2020-03-30;no;Togo;30
2020-03-30;no;Trinidad and Tobago;82
2020-03-30;no;Tunisia;312
2020-03-30;no;Turkey;10827
2020-03-30;no;US;161831
2020-03-30;no;Uganda;33
2020-03-30;no;Ukraine;548
2020-03-30;no;United Arab Emirates;611
2020-03-30;no;United Kingdom;22141
2020-03-30;no;Uruguay;310
2020-03-30;no;Uzbekistan;149
2020-03-30;no;Venezuela;135
2020-03-30;no;Vietnam;203
2020-03-30;no;West Bank and Gaza;116
2020-03-30;no;Western Sahara;0
2020-03-30;no;Yemen;0
2020-03-30;no;Zambia;35
2020-03-30;no;Zimbabwe;7
2020-03-31;Alberta;Canada;690
2020-03-31;Anguilla;United Kingdom;2
2020-03-31;Anhui;China;990
2020-03-31;Aruba;Netherlands;55
2020-03-31;Australian Capital Territory;Australia;80
2020-03-31;Beijing;China;580
2020-03-31;Bermuda;United Kingdom;32
2020-03-31;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-03-31;British Columbia;Canada;1013
2020-03-31;British Virgin Islands;United Kingdom;3
2020-03-31;Cayman Islands;United Kingdom;14
2020-03-31;Channel Islands;United Kingdom;141
2020-03-31;Chongqing;China;579
2020-03-31;Curacao;Netherlands;11
2020-03-31;Diamond Princess;Canada;0
2020-03-31;Falkland Islands (Malvinas);United Kingdom;0
2020-03-31;Faroe Islands;Denmark;169
2020-03-31;French Guiana;France;43
2020-03-31;French Polynesia;France;36
2020-03-31;Fujian;China;343
2020-03-31;Gansu;China;138
2020-03-31;Gibraltar;United Kingdom;69
2020-03-31;Grand Princess;Canada;13
2020-03-31;Greenland;Denmark;10
2020-03-31;Guadeloupe;France;114
2020-03-31;Guangdong;China;1494
2020-03-31;Guangxi;China;254
2020-03-31;Guizhou;China;146
2020-03-31;Hainan;China;168
2020-03-31;Hebei;China;321
2020-03-31;Heilongjiang;China;484
2020-03-31;Henan;China;1276
2020-03-31;Hong Kong;China;714
2020-03-31;Hubei;China;67801
2020-03-31;Hunan;China;1018
2020-03-31;Inner Mongolia;China;107
2020-03-31;Isle of Man;United Kingdom;60
2020-03-31;Jiangsu;China;646
2020-03-31;Jiangxi;China;937
2020-03-31;Jilin;China;98
2020-03-31;Liaoning;China;139
2020-03-31;Macau;China;41
2020-03-31;Manitoba;Canada;103
2020-03-31;Martinique;France;128
2020-03-31;Mayotte;France;94
2020-03-31;Montserrat;United Kingdom;5
2020-03-31;New Brunswick;Canada;70
2020-03-31;New Caledonia;France;16
2020-03-31;New South Wales;Australia;2032
2020-03-31;Newfoundland and Labrador;Canada;152
2020-03-31;Ningxia;China;75
2020-03-31;Northern Territory;Australia;17
2020-03-31;Northwest Territories;Canada;1
2020-03-31;Nova Scotia;Canada;147
2020-03-31;Ontario;Canada;1966
2020-03-31;Prince Edward Island;Canada;21
2020-03-31;Qinghai;China;18
2020-03-31;Quebec;Canada;4162
2020-03-31;Queensland;Australia;743
2020-03-31;Recovered;Canada;0
2020-03-31;Reunion;France;247
2020-03-31;Saint Barthelemy;France;6
2020-03-31;Saint Pierre and Miquelon;France;0
2020-03-31;Saskatchewan;Canada;184
2020-03-31;Shaanxi;China;253
2020-03-31;Shandong;China;774
2020-03-31;Shanghai;China;509
2020-03-31;Shanxi;China;136
2020-03-31;Sichuan;China;550
2020-03-31;Sint Maarten;Netherlands;6
2020-03-31;South Australia;Australia;337
2020-03-31;St Martin;France;15
2020-03-31;Tasmania;Australia;69
2020-03-31;Tianjin;China;174
2020-03-31;Tibet;China;1
2020-03-31;Turks and Caicos Islands;United Kingdom;5
2020-03-31;Victoria;Australia;917
2020-03-31;Western Australia;Australia;364
2020-03-31;Xinjiang;China;76
2020-03-31;Yukon;Canada;5
2020-03-31;Yunnan;China;182
2020-03-31;Zhejiang;China;1257
2020-03-31;no;Afghanistan;174
2020-03-31;no;Albania;243
2020-03-31;no;Algeria;716
2020-03-31;no;Andorra;376
2020-03-31;no;Angola;7
2020-03-31;no;Antigua and Barbuda;7
2020-03-31;no;Argentina;1054
2020-03-31;no;Armenia;532
2020-03-31;no;Austria;10180
2020-03-31;no;Azerbaijan;298
2020-03-31;no;Bahamas;14
2020-03-31;no;Bahrain;567
2020-03-31;no;Bangladesh;51
2020-03-31;no;Barbados;34
2020-03-31;no;Belarus;152
2020-03-31;no;Belgium;12775
2020-03-31;no;Belize;3
2020-03-31;no;Benin;9
2020-03-31;no;Bhutan;4
2020-03-31;no;Bolivia;107
2020-03-31;no;Bosnia and Herzegovina;420
2020-03-31;no;Botswana;4
2020-03-31;no;Brazil;5717
2020-03-31;no;Brunei;129
2020-03-31;no;Bulgaria;399
2020-03-31;no;Burkina Faso;261
2020-03-31;no;Burma;15
2020-03-31;no;Burundi;2
2020-03-31;no;Cabo Verde;6
2020-03-31;no;Cambodia;109
2020-03-31;no;Cameroon;193
2020-03-31;no;Central African Republic;3
2020-03-31;no;Chad;7
2020-03-31;no;Chile;2738
2020-03-31;no;Colombia;906
2020-03-31;no;Congo (Brazzaville);19
2020-03-31;no;Congo (Kinshasa);98
2020-03-31;no;Costa Rica;347
2020-03-31;no;Cote d'Ivoire;179
2020-03-31;no;Croatia;867
2020-03-31;no;Cuba;186
2020-03-31;no;Cyprus;262
2020-03-31;no;Czechia;3308
2020-03-31;no;Denmark;2860
2020-03-31;no;Diamond Princess;712
2020-03-31;no;Djibouti;30
2020-03-31;no;Dominica;12
2020-03-31;no;Dominican Republic;1109
2020-03-31;no;Ecuador;2240
2020-03-31;no;Egypt;710
2020-03-31;no;El Salvador;32
2020-03-31;no;Equatorial Guinea;12
2020-03-31;no;Eritrea;15
2020-03-31;no;Estonia;745
2020-03-31;no;Eswatini;9
2020-03-31;no;Ethiopia;26
2020-03-31;no;Fiji;5
2020-03-31;no;Finland;1418
2020-03-31;no;France;52128
2020-03-31;no;Gabon;16
2020-03-31;no;Gambia;4
2020-03-31;no;Georgia;110
2020-03-31;no;Germany;71808
2020-03-31;no;Ghana;161
2020-03-31;no;Greece;1314
2020-03-31;no;Grenada;9
2020-03-31;no;Guatemala;38
2020-03-31;no;Guinea;22
2020-03-31;no;Guinea-Bissau;8
2020-03-31;no;Guyana;12
2020-03-31;no;Haiti;15
2020-03-31;no;Holy See;6
2020-03-31;no;Honduras;141
2020-03-31;no;Hungary;492
2020-03-31;no;Iceland;1135
2020-03-31;no;India;1397
2020-03-31;no;Indonesia;1528
2020-03-31;no;Iran;44605
2020-03-31;no;Iraq;694
2020-03-31;no;Ireland;3235
2020-03-31;no;Israel;5358
2020-03-31;no;Italy;105792
2020-03-31;no;Jamaica;36
2020-03-31;no;Japan;1953
2020-03-31;no;Jordan;274
2020-03-31;no;Kazakhstan;343
2020-03-31;no;Kenya;59
2020-03-31;no;Korea, South;9786
2020-03-31;no;Kosovo;112
2020-03-31;no;Kuwait;289
2020-03-31;no;Kyrgyzstan;107
2020-03-31;no;Laos;9
2020-03-31;no;Latvia;398
2020-03-31;no;Lebanon;470
2020-03-31;no;Liberia;3
2020-03-31;no;Libya;10
2020-03-31;no;Liechtenstein;68
2020-03-31;no;Lithuania;537
2020-03-31;no;Luxembourg;2178
2020-03-31;no;MS Zaandam;2
2020-03-31;no;Madagascar;57
2020-03-31;no;Malawi;0
2020-03-31;no;Malaysia;2766
2020-03-31;no;Maldives;18
2020-03-31;no;Mali;28
2020-03-31;no;Malta;169
2020-03-31;no;Mauritania;6
2020-03-31;no;Mauritius;143
2020-03-31;no;Mexico;1094
2020-03-31;no;Moldova;353
2020-03-31;no;Monaco;52
2020-03-31;no;Mongolia;12
2020-03-31;no;Montenegro;109
2020-03-31;no;Morocco;617
2020-03-31;no;Mozambique;8
2020-03-31;no;Namibia;11
2020-03-31;no;Nepal;5
2020-03-31;no;Netherlands;12595
2020-03-31;no;New Zealand;647
2020-03-31;no;Nicaragua;5
2020-03-31;no;Niger;27
2020-03-31;no;Nigeria;135
2020-03-31;no;North Macedonia;329
2020-03-31;no;Norway;4641
2020-03-31;no;Oman;192
2020-03-31;no;Pakistan;1938
2020-03-31;no;Panama;1181
2020-03-31;no;Papua New Guinea;1
2020-03-31;no;Paraguay;65
2020-03-31;no;Peru;1065
2020-03-31;no;Philippines;2084
2020-03-31;no;Poland;2311
2020-03-31;no;Portugal;7443
2020-03-31;no;Qatar;781
2020-03-31;no;Romania;2245
2020-03-31;no;Russia;2337
2020-03-31;no;Rwanda;75
2020-03-31;no;Saint Kitts and Nevis;8
2020-03-31;no;Saint Lucia;13
2020-03-31;no;Saint Vincent and the Grenadines;1
2020-03-31;no;San Marino;236
2020-03-31;no;Sao Tome and Principe;0
2020-03-31;no;Saudi Arabia;1563
2020-03-31;no;Senegal;175
2020-03-31;no;Serbia;900
2020-03-31;no;Seychelles;10
2020-03-31;no;Sierra Leone;1
2020-03-31;no;Singapore;926
2020-03-31;no;Slovakia;363
2020-03-31;no;Slovenia;802
2020-03-31;no;Somalia;5
2020-03-31;no;South Africa;1353
2020-03-31;no;South Sudan;0
2020-03-31;no;Spain;95923
2020-03-31;no;Sri Lanka;143
2020-03-31;no;Sudan;7
2020-03-31;no;Suriname;9
2020-03-31;no;Sweden;4435
2020-03-31;no;Switzerland;16605
2020-03-31;no;Syria;10
2020-03-31;no;Taiwan*;322
2020-03-31;no;Tanzania;19
2020-03-31;no;Thailand;1651
2020-03-31;no;Timor-Leste;1
2020-03-31;no;Togo;34
2020-03-31;no;Trinidad and Tobago;87
2020-03-31;no;Tunisia;394
2020-03-31;no;Turkey;13531
2020-03-31;no;US;188172
2020-03-31;no;Uganda;44
2020-03-31;no;Ukraine;645
2020-03-31;no;United Arab Emirates;664
2020-03-31;no;United Kingdom;25150
2020-03-31;no;Uruguay;338
2020-03-31;no;Uzbekistan;172
2020-03-31;no;Venezuela;135
2020-03-31;no;Vietnam;212
2020-03-31;no;West Bank and Gaza;119
2020-03-31;no;Western Sahara;0
2020-03-31;no;Yemen;0
2020-03-31;no;Zambia;35
2020-03-31;no;Zimbabwe;8
2020-04-01;Alberta;Canada;754
2020-04-01;Anguilla;United Kingdom;2
2020-04-01;Anhui;China;990
2020-04-01;Aruba;Netherlands;55
2020-04-01;Australian Capital Territory;Australia;84
2020-04-01;Beijing;China;580
2020-04-01;Bermuda;United Kingdom;32
2020-04-01;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-04-01;British Columbia;Canada;1013
2020-04-01;British Virgin Islands;United Kingdom;3
2020-04-01;Cayman Islands;United Kingdom;22
2020-04-01;Channel Islands;United Kingdom;172
2020-04-01;Chongqing;China;579
2020-04-01;Curacao;Netherlands;11
2020-04-01;Diamond Princess;Canada;0
2020-04-01;Falkland Islands (Malvinas);United Kingdom;0
2020-04-01;Faroe Islands;Denmark;173
2020-04-01;French Guiana;France;51
2020-04-01;French Polynesia;France;37
2020-04-01;Fujian;China;345
2020-04-01;Gansu;China;138
2020-04-01;Gibraltar;United Kingdom;81
2020-04-01;Grand Princess;Canada;13
2020-04-01;Greenland;Denmark;10
2020-04-01;Guadeloupe;France;125
2020-04-01;Guangdong;China;1501
2020-04-01;Guangxi;China;254
2020-04-01;Guizhou;China;146
2020-04-01;Hainan;China;168
2020-04-01;Hebei;China;323
2020-04-01;Heilongjiang;China;484
2020-04-01;Henan;China;1276
2020-04-01;Hong Kong;China;765
2020-04-01;Hubei;China;67802
2020-04-01;Hunan;China;1018
2020-04-01;Inner Mongolia;China;111
2020-04-01;Isle of Man;United Kingdom;68
2020-04-01;Jiangsu;China;646
2020-04-01;Jiangxi;China;937
2020-04-01;Jilin;China;98
2020-04-01;Liaoning;China;140
2020-04-01;Macau;China;41
2020-04-01;Manitoba;Canada;127
2020-04-01;Martinique;France;135
2020-04-01;Mayotte;France;94
2020-04-01;Montserrat;United Kingdom;5
2020-04-01;New Brunswick;Canada;81
2020-04-01;New Caledonia;France;16
2020-04-01;New South Wales;Australia;2182
2020-04-01;Newfoundland and Labrador;Canada;175
2020-04-01;Ningxia;China;75
2020-04-01;Northern Territory;Australia;19
2020-04-01;Northwest Territories;Canada;2
2020-04-01;Nova Scotia;Canada;173
2020-04-01;Ontario;Canada;2392
2020-04-01;Prince Edward Island;Canada;21
2020-04-01;Qinghai;China;18
2020-04-01;Quebec;Canada;4611
2020-04-01;Queensland;Australia;781
2020-04-01;Recovered;Canada;0
2020-04-01;Reunion;France;281
2020-04-01;Saint Barthelemy;France;6
2020-04-01;Saint Pierre and Miquelon;France;0
2020-04-01;Saskatchewan;Canada;193
2020-04-01;Shaanxi;China;255
2020-04-01;Shandong;China;774
2020-04-01;Shanghai;China;516
2020-04-01;Shanxi;China;137
2020-04-01;Sichuan;China;552
2020-04-01;Sint Maarten;Netherlands;16
2020-04-01;South Australia;Australia;367
2020-04-01;St Martin;France;15
2020-04-01;Tasmania;Australia;69
2020-04-01;Tianjin;China;176
2020-04-01;Tibet;China;1
2020-04-01;Turks and Caicos Islands;United Kingdom;6
2020-04-01;Victoria;Australia;968
2020-04-01;Western Australia;Australia;392
2020-04-01;Xinjiang;China;76
2020-04-01;Yukon;Canada;5
2020-04-01;Yunnan;China;182
2020-04-01;Zhejiang;China;1257
2020-04-01;no;Afghanistan;237
2020-04-01;no;Albania;259
2020-04-01;no;Algeria;847
2020-04-01;no;Andorra;390
2020-04-01;no;Angola;8
2020-04-01;no;Antigua and Barbuda;7
2020-04-01;no;Argentina;1054
2020-04-01;no;Armenia;571
2020-04-01;no;Austria;10711
2020-04-01;no;Azerbaijan;359
2020-04-01;no;Bahamas;21
2020-04-01;no;Bahrain;569
2020-04-01;no;Bangladesh;54
2020-04-01;no;Barbados;34
2020-04-01;no;Belarus;163
2020-04-01;no;Belgium;13964
2020-04-01;no;Belize;3
2020-04-01;no;Benin;13
2020-04-01;no;Bhutan;4
2020-04-01;no;Bolivia;115
2020-04-01;no;Bosnia and Herzegovina;459
2020-04-01;no;Botswana;4
2020-04-01;no;Brazil;6836
2020-04-01;no;Brunei;131
2020-04-01;no;Bulgaria;422
2020-04-01;no;Burkina Faso;282
2020-04-01;no;Burma;15
2020-04-01;no;Burundi;2
2020-04-01;no;Cabo Verde;6
2020-04-01;no;Cambodia;109
2020-04-01;no;Cameroon;233
2020-04-01;no;Central African Republic;3
2020-04-01;no;Chad;7
2020-04-01;no;Chile;3031
2020-04-01;no;Colombia;1065
2020-04-01;no;Congo (Brazzaville);19
2020-04-01;no;Congo (Kinshasa);109
2020-04-01;no;Costa Rica;375
2020-04-01;no;Cote d'Ivoire;190
2020-04-01;no;Croatia;963
2020-04-01;no;Cuba;212
2020-04-01;no;Cyprus;320
2020-04-01;no;Czechia;3508
2020-04-01;no;Denmark;3107
2020-04-01;no;Diamond Princess;712
2020-04-01;no;Djibouti;33
2020-04-01;no;Dominica;12
2020-04-01;no;Dominican Republic;1284
2020-04-01;no;Ecuador;2748
2020-04-01;no;Egypt;779
2020-04-01;no;El Salvador;32
2020-04-01;no;Equatorial Guinea;15
2020-04-01;no;Eritrea;15
2020-04-01;no;Estonia;779
2020-04-01;no;Eswatini;9
2020-04-01;no;Ethiopia;29
2020-04-01;no;Fiji;5
2020-04-01;no;Finland;1446
2020-04-01;no;France;56989
2020-04-01;no;Gabon;18
2020-04-01;no;Gambia;4
2020-04-01;no;Georgia;117
2020-04-01;no;Germany;77872
2020-04-01;no;Ghana;195
2020-04-01;no;Greece;1415
2020-04-01;no;Grenada;9
2020-04-01;no;Guatemala;39
2020-04-01;no;Guinea;30
2020-04-01;no;Guinea-Bissau;9
2020-04-01;no;Guyana;19
2020-04-01;no;Haiti;16
2020-04-01;no;Holy See;6
2020-04-01;no;Honduras;172
2020-04-01;no;Hungary;525
2020-04-01;no;Iceland;1220
2020-04-01;no;India;1998
2020-04-01;no;Indonesia;1677
2020-04-01;no;Iran;47593
2020-04-01;no;Iraq;728
2020-04-01;no;Ireland;3447
2020-04-01;no;Israel;6092
2020-04-01;no;Italy;110574
2020-04-01;no;Jamaica;44
2020-04-01;no;Japan;2178
2020-04-01;no;Jordan;278
2020-04-01;no;Kazakhstan;380
2020-04-01;no;Kenya;81
2020-04-01;no;Korea, South;9887
2020-04-01;no;Kosovo;125
2020-04-01;no;Kuwait;317
2020-04-01;no;Kyrgyzstan;111
2020-04-01;no;Laos;10
2020-04-01;no;Latvia;446
2020-04-01;no;Lebanon;479
2020-04-01;no;Liberia;6
2020-04-01;no;Libya;10
2020-04-01;no;Liechtenstein;68
2020-04-01;no;Lithuania;581
2020-04-01;no;Luxembourg;2319
2020-04-01;no;MS Zaandam;9
2020-04-01;no;Madagascar;57
2020-04-01;no;Malawi;0
2020-04-01;no;Malaysia;2908
2020-04-01;no;Maldives;19
2020-04-01;no;Mali;31
2020-04-01;no;Malta;188
2020-04-01;no;Mauritania;6
2020-04-01;no;Mauritius;161
2020-04-01;no;Mexico;1215
2020-04-01;no;Moldova;423
2020-04-01;no;Monaco;55
2020-04-01;no;Mongolia;14
2020-04-01;no;Montenegro;123
2020-04-01;no;Morocco;654
2020-04-01;no;Mozambique;10
2020-04-01;no;Namibia;14
2020-04-01;no;Nepal;5
2020-04-01;no;Netherlands;13614
2020-04-01;no;New Zealand;708
2020-04-01;no;Nicaragua;5
2020-04-01;no;Niger;74
2020-04-01;no;Nigeria;174
2020-04-01;no;North Macedonia;354
2020-04-01;no;Norway;4863
2020-04-01;no;Oman;210
2020-04-01;no;Pakistan;2118
2020-04-01;no;Panama;1181
2020-04-01;no;Papua New Guinea;1
2020-04-01;no;Paraguay;69
2020-04-01;no;Peru;1323
2020-04-01;no;Philippines;2311
2020-04-01;no;Poland;2554
2020-04-01;no;Portugal;8251
2020-04-01;no;Qatar;835
2020-04-01;no;Romania;2460
2020-04-01;no;Russia;2777
2020-04-01;no;Rwanda;82
2020-04-01;no;Saint Kitts and Nevis;8
2020-04-01;no;Saint Lucia;13
2020-04-01;no;Saint Vincent and the Grenadines;1
2020-04-01;no;San Marino;236
2020-04-01;no;Sao Tome and Principe;0
2020-04-01;no;Saudi Arabia;1720
2020-04-01;no;Senegal;190
2020-04-01;no;Serbia;1060
2020-04-01;no;Seychelles;10
2020-04-01;no;Sierra Leone;2
2020-04-01;no;Singapore;1000
2020-04-01;no;Slovakia;400
2020-04-01;no;Slovenia;841
2020-04-01;no;Somalia;5
2020-04-01;no;South Africa;1380
2020-04-01;no;South Sudan;0
2020-04-01;no;Spain;104118
2020-04-01;no;Sri Lanka;146
2020-04-01;no;Sudan;7
2020-04-01;no;Suriname;10
2020-04-01;no;Sweden;4947
2020-04-01;no;Switzerland;17768
2020-04-01;no;Syria;10
2020-04-01;no;Taiwan*;329
2020-04-01;no;Tanzania;20
2020-04-01;no;Thailand;1771
2020-04-01;no;Timor-Leste;1
2020-04-01;no;Togo;36
2020-04-01;no;Trinidad and Tobago;90
2020-04-01;no;Tunisia;423
2020-04-01;no;Turkey;15679
2020-04-01;no;US;213242
2020-04-01;no;Uganda;44
2020-04-01;no;Ukraine;794
2020-04-01;no;United Arab Emirates;814
2020-04-01;no;United Kingdom;29474
2020-04-01;no;Uruguay;338
2020-04-01;no;Uzbekistan;181
2020-04-01;no;Venezuela;143
2020-04-01;no;Vietnam;218
2020-04-01;no;West Bank and Gaza;134
2020-04-01;no;Western Sahara;0
2020-04-01;no;Yemen;0
2020-04-01;no;Zambia;36
